id,monthly_spending
DBE928A3,322000 - 372000 тыс
BBBCBD16,86000
8C747ABC,179000 т р
B9892C51,104 тыс руб
DC587000,30000 k
B2D3453D,100 т
BB8CDC23,178000 тр
AB9B88F0,32 т
424DD6D6,321 k
5E6F71E1,252000 т р
392DD9CE,328000 т
F4FF3FCA,18 тыс р
08FB6EC0,340 т
007C7412,198000 - 199000 тыс руб
9091F9ED,250000 тыс руб
51279CB9,453000 т
DA77D899,89 тыс руб
39E89827,132000 тр
529DF9D0,700000 тыс
2639139E,45000 к
6CAE9B82,123 - 158 к
845A253F,306000 тр
27212342,73000 тыс руб
ECB203D1,15 к
83468813,67 тыс р
E5654284,72000 тыс руб
A0AEE5A1,179000 тр
8DDD9173,165 тыс р
A7D31B71,9 тр
C3AB213D,186000 т р
ACCF2FE9,87000 k
5D181A05,14 тыс р
AE331712,77000 т р
1D9ADAD3,279 k
FA471F00,9 тыс р
DB064CF2,72000 тыс
7C46F6DF,84 k
58363EEC,84000 тыс р
C805D39D,60 k
AAED77AC,140 к
E58239BD,150000 тыс
13623BD8,92000 - 99000 к
32A9971C,26 - 38 k
75491526,201000
1BC3BF12,43000 - 73000 тр
5E5F1F3F,319 т р
C863B544,28000 т
3AD3ED5F,38 k
2009F392,319 - 371 тыс
E9F523FE,159000 тыс
810B789D,199000 т
AE73A978,128000 - 192000 тр
657E20F8,15 т р
14B9E184,57 k
D9373161,163000 - 191000 тыс руб
5BF8EEF0,60 - 83 тыс р
CB52BCDD,97000 - 98000 k
D134C159,86 т р
6EEA1303,58000 тыс руб
8E29E67E,33 - 37 т
B29FC1F2,14000 т
212498B8,46000 тр
A1C649B5,112 т р
8FFFB08A,126 тр
F11665AD,188 т
EAA2C39D,339000 т
F1152CB0,38 тыс р
A68F49D0,134000 - 198000 тыс руб
A8D968DB,297000 тыс р
0B8F55F6,54000 - 87000 тыс р
CF929C7A,166 к
EDB242EF,157000 к
8DBA5669,30000 т р
72E41E3F,57000 - 81000 к
782BDC2A,71000 тр
3D06C5B9,117000 к
0CD765F3,29000 - 39000 к
BC50B3AF,70 - 82 тр
2D033389,170000 т
F6951FDF,72000 т р
8D39A620,67 тыс
B1C2A3BD,84000 тыс р
51E300B1,67000
981F7D2B,52 тыс руб
8A464AFF,102000 - 168000 k
F74ACB21,36 т
679004DF,63000 т р
1CD9979E,146000 т р
DCDFEC71,145000 тыс р
C585B7D2,67 т р
8B24F20E,125000 тыс руб
C4817186,127 - 166 тыс
6EC19C02,55 - 100 k
DBDA8CDB,132 т
2E86F0BB,122000 - 159000 тр
7F3600FE,23 тыс
DBA8A231,68000 т
DFA3C852,119 - 200 тыс руб
8191AF97,66000 - 67000 к
920EFA12,117000 - 171000 тыс руб
7C83F444,125 тр
86B9E6C7,89000 - 91000 k
7531B8F7,56000 тыс р
92936EBA,144000 к
32E2AA4B,383000 - 388000 т р
D804AA89,158000 тыс руб
22FC06BA,16 - 17 к
24F1ECD1,53 тр
B98CD708,169 тыс р
D3F361D8,85 тыс
3B225838,142 тыс р
04DAD10A,164 тыс руб
A643C4A4,174000 тыс
77169C95,77000 т р
9CD77A7D,117000 - 197000 к
4EB327BF,16000
B8E5B0E7,21000 - 34000 т р
0D6EAF0C,159 тр
7190D570,311000 т р
302C9631,69000 т
1E660621,170000 тыс руб
3ED4F04F,50 тыс р
FB86100B,104000 тыс
7026CC90,115 тыс р
581CB648,94000 - 97000 т р
2A8A4A1F,65 тр
4D5C7427,197 - 198 тыс руб
8904FD45,44 - 49 тр
B03CA138,19000 к
9E3D18E8,93000 тыс
9C468A41,348000 тыс р
D64157B1,27 - 31 k
916824E6,24000 тыс р
B88C8B97,9000 тыс руб
B517242D,16 тыс р
81238FA8,195 - 198 k
816F49FC,61 тыс
2334CD24,94000 тыс
859C7FE4,156000 тр
4D45F37E,25 тыс
2239B33B,21 т
6BF700F6,317000 к
BBB656E8,67000
F8F7ADDA,77000 тыс
D8B2C7D5,36000 к
A33772D0,121000 тыс руб
9085B78D,40 тр
0E33A974,184 т
B4969165,18000 - 38000 тыс р
730C5306,349 - 392 тр
3F93C5D0,28000 к
C028EC80,151 т
665105C1,16 тыс р
4013FAEC,28 тыс
6B50B608,105000 тыс р
3614B762,39 - 40 тыс
872B9C96,105000 т р
9C396828,738 - 743 т р
F223BA3A,130000 тыс р
9CA2B61F,164000 тыс р
FC836C4D,33000 тыс руб
D62D3C3C,75000 т
4A8E3BD4,79 тыс
039076FA,35000 тыс руб
EB48F40D,115 k
CBCEE112,155000 тыс
C7140791,29 тр
51DBE86F,169 тыс
AD712007,388 тыс
15CC0283,32000 тыс р
C33ED18B,97 т р
23CABFE0,243000 тыс р
BAFB2DD0,38 тыс руб
9786F0B8,127 т
16CE3807,12 - 15 т р
1A3E2449,98000 тыс
B72E8015,40 к
B99FC023,115 - 141 т
BA26C4F8,63000 т р
34FAE624,35 т р
E04968B0,14 т р
9C0377C2,95 - 98 к
2871846E,15000 т
77D60D00,62 т
901C0582,216000 - 248000 тыс
2F754A57,193000 k
3CDCC0A7,128000 т
2BDB0845,75000 тр
9B866089,42 - 92 тыс
9C919FFC,98000 - 99000 к
7F8E7F29,49000 - 79000 тр
D702508E,39 т
354E92DD,360000 - 372000 т
621C2B63,26000 - 27000 тыс р
430B0C94,19 - 27 k
CC4B89DF,78 k
82B51995,190 к
97256C9E,143000 - 147000 тыс руб
DA9E08DE,156 - 159 тыс
A62C6783,43000 тыс р
1FE9274F,15 тр
9CAAE6B0,10000 тыс руб
6E51BACB,47000 тыс
3FEA50A3,166 тыс руб
8F14369D,38000 т
83994195,254 тыс
0C5C1056,36000 т
4E1E669D,47000 к
CB03BF3E,78 - 82 т
04A36C86,78 тр
9132BA16,69 т
E5F526FD,95 k
EA7AF5EB,126 тыс руб
FA0CCF81,60000 тыс р
AE37CD99,130000 - 186000 тыс
74284D0E,747000 тыс
3178923C,48 - 82 т
2CF334D1,66 - 99 тр
97168C0D,21000 т
2CE6B7B1,82000 - 90000 к
CAEB8AF5,89 тыс р
786B4B03,36000 тр
604A3E1B,14 т
DE2F0EE9,62 - 64 т
695E9296,98 т
0C82C60F,125 т р
BCFFE48A,18000 тыс руб
6CBCBB7E,283 тр
E777742B,168000 к
1461EBD8,10 т р
60732D9A,127 т р
61D7D953,63 к
B39C05D3,28 тыс
93AC8148,28000
4C41D0A3,254 тыс
A355A81E,84000 т р
F2D7AD67,626 - 730 тыс руб
192AA121,83000 тыс руб
0E697DA4,38 к
B2239BE6,55 тыс
4CD26D3C,92 - 94 к
C79B816A,18000 - 27000 тыс р
AC9DC5CD,732 т
EAD974C8,110 т
93E443BA,154 к
6F069B64,123 - 156 к
4AD42A66,608000 тр
D43EEA8C,29 k
449E258D,68 т
CC2531EB,29000 к
C19D0CD2,244000 тыс руб
0B040D0F,53000 тыс р
CB07662C,32000 - 33000 т
96F354CD,12 т р
5E0585FD,116000 тыс
3AA03F2B,319 - 369 тыс руб
6B35F454,94 тр
D1BA6EB1,165000 k
7AE94ADA,84 тыс р
A470598F,93 - 98 к
19D450FC,46 тр
9941AF66,35000 к
49EEBC39,41000 - 86000 тыс
19454A79,175 т р
46BAC38E,17 - 36 т
9316EB40,123000 k
03CA367C,30 - 32 k
38F37415,175 - 176 k
6BFE78F3,84 тр
4F75F8EE,11000 - 12000 тр
DEF40367,67000
13918297,76000 - 91000 тыс р
B7ACC51B,124000 - 199000 тыс р
4EEE05C4,368 тр
D8832980,87 к
E38CF676,292000 - 391000 т р
0DAF4D23,96000
1D1E7FB3,81000 тыс
26903156,187 тыс р
4C70F859,69 к
523688FF,95 к
36160897,44000 - 90000 тыс
835E218E,65000 - 78000 тыс
9F7AAB88,58000 тыс руб
2C5C3CC5,175000 тыс руб
212A1069,15000 к
27DDD06D,157000 - 184000 тр
3E8C5BEF,16000
C41DCDA9,70000 тыс р
ABB6E8E9,85000 - 86000 т
F612FA75,24 - 39 тыс р
7C4FC834,106000 - 145000 тыс р
5EC76F15,59000 - 89000 т р
004AE0FA,200 тыс р
D6A7A47A,337000 тыс р
ED102C76,77 т
BC885D28,135000 т
4166B4EF,557 тыс р
BCA7C68C,77 k
F9A7ACE6,34 т р
65B9D511,96 тыс руб
2548F93C,25 - 26 тыс
3A9730C3,141000 т
D94E3881,122 тыс р
C0175820,31000 - 37000 k
61116780,187 k
79D3999B,99000 тыс руб
E1288185,93000 т р
31550AE8,181 тыс руб
F555AB4C,94 т р
FEAF2E7C,105000 т
1B48F75D,23000 - 35000 т р
F79B1722,771 - 788 тр
04DEB6BA,197 т
416C218A,14000 k
5583876A,180000 k
4D35C95A,39 - 40 т р
4B9322DA,157 - 199 т р
A3064760,188 тыс
F123DA1F,160000 т р
456EE2A5,85 к
4A9C4E66,114 т р
A13EE0BA,48000 - 63000 к
EBC701BE,696000 тыс
4D3456F3,316000 - 396000 тыс руб
BBADA17D,21000 k
DF62F96B,10000 тр
FE7563A8,126000 - 143000 к
D1542337,22000 к
903F7AE7,18000 тыс
F916FB1D,49 - 67 т
A61F12C9,194000 - 196000 тыс руб
E4F471E8,26000 тыс руб
7BBBF7DB,121 к
BBC64D14,232 т р
28DE9FE7,73000 тыс руб
CC645E56,83 к
BFC1F465,46000
4B84E7A7,23000 тыс р
9C9EB997,121 тыс р
A4483D32,15000 т р
F1024971,16 т
063B7289,44 - 95 k
1887BA55,54 т р
29BFD54E,56000 т
2C018CB4,61000 тыс р
C9B29DE1,792000 т
EE020B79,16 - 22 т
68E5C619,78 k
649E4336,27000 тыс руб
38E045F2,168 - 194 k
D1C7E02D,10 к
08E8623A,256000 - 345000 тр
EF642B78,27 т
4F711463,78 тыс
81447CA9,17 т р
5299C48B,92 т р
B0815DA3,143000 тыс руб
F1046025,27000
0C783F34,57000 т р
279E5022,182000 к
95D65612,97 - 99 к
F813A0D6,24 - 34 k
A5602025,94 тр
C79CFB5A,523 - 706 т р
E8C3347E,49 - 50 т р
38E0ECBC,77 т р
71C6CEA0,172000 k
56CF0F76,242 - 294 тыс р
486A89C8,87000 тыс руб
5816628D,64000 тыс
92CABB93,27000 тыс
13ADA3E3,115000 т р
5646CA92,30 тыс р
6B1BAB1E,59000 - 99000 т
3F96028B,134 тыс
A609BBE3,177000 - 179000 к
6EA2237E,53 т
964BBEE9,199000 тр
592AE376,31 тыс
4F065061,133 тыс р
45F6519D,264 к
9AF3F76C,81 - 94 тр
CB3F9C6E,73 - 97 тысяч
84F79E0A,181000 т р
8A0F4CCE,173 тыс р
6E1D49F4,138000 k
B44686D0,28 т
1ADDAEE0,261000 тыс
5F42918E,85000 k
E002F669,15000 тыс руб
FD68A280,88000 k
DAC27795,57000 - 90000 т
D94AFAC4,26 - 36 тыс
8E0A2434,130000 - 184000 тыс
1E43F7F5,16000 - 37000 тыс р
E38DEDC6,63000 тыс р
6676CC96,41 тыс руб
570AB5B1,107000 тыс р
DFA7F96B,23 тр
36EDD0C0,34 - 39 тр
66356BC1,155000 к
03D46806,250000 к
38E73F20,38000 тыс р
57762666,74000 k
C84A92C0,337 тыс р
9983ABFF,105 k
FAA210F1,12 т
CA816859,39000 тыс
42842E32,89000 - 98000 к
E5B8C922,16000 тр
0D97E80B,48 - 74 k
48879012,19 тыс руб
459BE639,269 - 309 k
C7DB54BB,59000 к
255F1239,21000 - 35000 тр
A8212308,62000 тр
95A1EC88,333 k
4A768318,80 - 83 k
8127E80F,77000 тр
B3DCCE6F,265000 тыс руб
73516343,88 тыс
61E10F6A,132 - 138 тр
C864AFF7,87000 k
46D8EC35,184000 тыс р
8A532A8E,43 - 95 тыс руб
E883FDEF,11000 тыс руб
168E346D,96 т
D04EC113,139000 т
DF7C48A8,11 к
41B25C26,159 тыс
5F7A3F76,197000 т
19D4EB39,171 тр
0E4E059B,63 к
1F8424F1,185000 тыс руб
37760637,178000 к
8C12D985,36 - 39 т
306B1A05,25000 - 38000 тыс руб
482C0A26,245000
1B09A240,123 тыс р
658F61BB,14 тыс р
8A5F5969,112000 - 190000 к
B1DDC89E,15 тр
ECE9471B,190 т
4645B4C3,198 тр
6320BA86,109000 - 111000 т р
B86C48E8,51 - 69 тыс руб
F68E9570,23 - 25 к
2F6CF3DF,52000
EC83CA61,14000 - 15000 тыс руб
3981FD82,121 - 163 k
D6BA6737,64000 т
AFF14FC2,36 к
F54B5D2E,133000 т
C2D85A5F,86000 тыс руб
562C240D,40 т
6469DC65,59000 тыс р
90C6193A,71000 тыс р
A9C5C7AA,145000 тыс руб
1C7A1415,15 тыс р
45F994E1,149000 к
C0B023CC,98000 т
DCC207F2,105 - 177 т
4208E36E,87 - 97 тыс
7027631D,74 тыс руб
33BD7A4A,94 тыс
D97D778F,92000 к
F42BE750,172 т р
ACB238D8,287 тыс
1FD7D744,37000 т р
E6B0B054,275000 тыс р
B408D2F0,84 - 99 тыс руб
96E33AFF,24000 тыс р
60585177,97 к
87650DCD,27000 тыс
93E4EC19,24000 k
3C580B7E,20 - 22 тыс руб
FFE6E03D,330000 - 347000 к
3254CC8C,85000 тр
F5BA7268,165000 тыс
E2F894E3,368 - 375 т
AEE119D9,11000
17BE7E15,42 тыс
93610080,56000 - 89000 тыс
73F6D818,48 тр
2684CBE9,152000 тыс р
DBA7F994,22000 - 25000 k
FEEE97BD,389 т
83BC5DC6,113 k
9BD8DB20,109 тыс
5E3A113F,189000 т
55E94E67,51000 т
CBF5118F,162 - 180 т
2BBEBC71,9000 тыс руб
C1F3D4EE,140000 - 162000 т р
DCB12A2B,173 - 176 т
2009013A,118000 тыс руб
7B56D104,103 тыс руб
BF1AD690,153000 k
96D5DBCC,146 - 175 т
376C7157,201000 k
4564B013,174000 тыс
EF38315D,111 - 176 k
07E373A6,172 т
C1818193,54 - 59 т
D3F68129,763 - 799 тр
84DE6304,34 - 35 т
FE927793,27000 - 33000 т р
F9A471DB,56000 - 79000 к
4AC1D85C,50 - 66 k
9DD4F8CC,196000 т р
231A05B9,41000
F8555C79,125000 k
1D436B9C,87 - 94 тр
B7056299,78 - 99 т
5F8DB717,138000 тыс
57893F4C,137 k
23994AA5,27000 т р
D2646D97,100000 тр
72494AA9,133 т
85732C49,78000 k
FF93BC6F,51000 тыс
94E3F899,36000 - 40000 тыс руб
9732C311,114000 тыс р
21640E0E,42000 тр
3BA5B9C8,130 тыс р
49BCE362,22000 тр
210D6AC7,95000 тыс
5DFB27A7,101000 т р
610620F9,25 тыс р
577C9B1D,197 тр
14342D27,25000 тыс р
200D808A,21 тыс руб
8500697F,28000 - 40000 т р
051781CB,56000 k
098F400B,357000 тр
D7442778,15 к
E2A653EE,43000 - 94000 к
F141E4C6,181 - 192 тр
E90B0E0E,29 - 40 тыс р
BE91B2EC,111000 тыс руб
99661C24,191 - 195 тыс
E9BE1209,389000 т р
8DE1DAB5,150000 - 195000 т
D0405240,109000 тыс
879E4033,176000 - 183000 тыс р
5BCF3E4F,132000 - 177000 т р
9CA652C4,73 k
84FFD656,35 тр
92C7C26C,43 - 48 т
C811EE0C,21000 т
1AA486E9,127 тыс руб
B8DA956D,350000 т р
984022F8,70000 тыс
86BB976F,195 т р
7F865F27,73 - 93 тыс р
1F53A401,9 тыс
CD31E851,35 т р
D6C3D895,31 к
E418997B,71000 k
52CA01DC,56 k
0CAAAD7B,74 тр
61D13116,62000 k
D51719B7,180000 - 198000 к
5D4A2898,84 т р
CAA12017,103000 тыс р
54C36329,103000 тыс р
1759BDE5,136 тыс р
5CFC5DE2,52000 т
8C9BBF55,166 k
5B8CF280,178 - 190 тыс р
71593D56,179 к
E25EE4D4,14000 к
11A2B6C2,156000 k
B63F33F1,137 - 160 тыс р
94CF4E92,17 тыс
A31E935B,58 тыс
798EE042,194 тр
90EAA547,155 - 195 т
CDB27E5F,26000 тыс
389F6FEB,112 - 164 к
7103D0FE,704000 тр
0ED6B9CC,73 т р
CCDBDB61,21 тыс
D04BD4DA,17000 - 21000 т
FCD71903,55000 тр
077606C3,17000 - 20000 тыс р
47DDF486,164000 тыс руб
D0B80BFB,185 - 195 тр
A150AF7A,199 к
AA31C278,96 тыс
61C31FD0,152000 k
3841E239,72 - 92 k
2D639A5B,168 тр
5588644C,119000 тыс руб
8DFDEC03,188000 - 199000 т
71EF37C2,120 т
A6E0EC38,334000 тыс
E43F48A3,65 тыс руб
CD9BD5B6,152000 т
8B3FA699,14000 т
C2E4C4A5,98 тыс
49DE37AE,607000 тыс р
8ADB1AB9,85 т
960C2DCA,165 к
D5136E85,179000 k
79511BB2,160 - 172 т р
EB4EB4BC,75 тыс руб
C6D2EC5B,24000 тыс р
0DB5A305,23000 - 27000 т
9D76B74D,730 к
7ADE214D,104000 т р
A37C3B92,164000 к
FDDE217A,78 - 99 тыс р
EEBCA2A6,81000 - 90000 тыс р
EE83D5F8,82 тыс
468A3D99,284 к
7CC1DEA2,93 - 97 к
9D5EAB94,84 k
85F7C464,77 тр
D5160AEE,17 т р
02E32209,57 тр
3479255C,175 к
783293DF,33 тыс
6EF34D20,79 - 87 т
3D491D31,79 т р
7E584EE3,77000 тыс р
3198035B,59000 тыс руб
72434939,14 тыс
9B2D344A,32 - 34 k
75290CF9,15000 k
950C5302,59 тыс руб
2411AA5A,91000
22037B42,13000 т
12AED91E,366000 тыс
5A6B6BA9,150 k
209DE2F0,181 т р
05075F6F,19000 тыс руб
72D1DADE,29000 тысяч руб
4DED3958,149000 т
E67B15BC,46 тыс
9779D400,133 тыс
E8007D59,10000 т р
826833D6,170 тыс
81161874,23 - 29 к
5A8364FE,93000
C12FA397,290 т
ABCEAD97,15 тыс руб
6A932FBB,69000 тр
1BD728C9,152 тр
B3250487,17 к
98AB2D2A,152000 - 156000 k
2603608C,59000 к
33BAEF24,18000 т р
A1C5015B,24000 - 40000 k
F2DF8423,86000 т р
118B3184,74000 - 84000 k
52F14D9C,33 - 39 т
3E6A7013,126000 - 197000 т р
3F03E0E7,57 т
C4E21786,24000 тыс р
C10F4346,106000 т р
34B3D00E,155000 т р
0F3EEAE6,95000 к
4540B310,100 - 141 тысяч
87F699E2,162 тыс руб
CB012B9E,20 тыс р
590B9F2C,18000 тр
43DF973E,122000 к
3D356F77,557 т р
F8568F72,125 т р
1260961A,64 т
3DD73A4D,95 - 98 тыс
7B1CFB2B,778000 тыс р
CA3836DF,302 тыс
E12F3B09,65 k
79A80556,152 k
0B65520A,140000 т р
59E81FD9,39 т
731E10D5,37 тр
C2416C29,97 к
BB64672D,73000 k
857CB9D6,46 тыс руб
07E9B304,35000 - 40000 тыс р
C3A837CF,67 т р
11C81A1F,9 - 12 тыс руб
18D24A96,119 тыс р
407AB29D,15000 тр
B4B807A4,86000 - 87000 тыс руб
8E8DF0BE,308000 тыс руб
D18CD083,20 к
E65532BE,47 тыс
CF475FB2,84 тыс
00613943,400000 к
EBE444D0,21000 k
6A64CDC3,55 тыс руб
D856ABD7,275000
1F399636,103000 тыс
0AC4E2CA,9 т
90AC6274,98 т
47DDF99E,110 т
CBD1DC3E,98 к
D9553F3E,67 к
943137AF,23 т р
5E9DD90A,338000 - 369000 тыс руб
07C72F17,94000 т р
E0A32606,90000 к
F2785BF0,29 - 37 к
886AE531,15 тыс руб
FF7ADBE8,299000 тыс р
413BBD69,74 - 85 т р
2DD62B95,187000
AF87C32A,112000 - 174000 k
816E42FE,188000 к
3B98E7B8,97000 - 99000 тыс
B24D2731,108 - 199 k
FC4B29A7,178000 т р
4A6CEA3F,147000 тыс руб
6C01F4AD,115 тыс
AADCDA46,38000 тыс р
DE696DB7,23000 тр
B9250E0B,33 тыс
6C888A8E,50 тр
65F87D57,102 - 142 тыс
2AAD56F1,56000 - 86000 тыс руб
03ECF903,86 тыс р
0402AEC5,188 т
782994E0,69000 - 76000 т р
8465203D,34 тр
D978598A,26 тр
DC08F271,133000 - 150000 тыс
BCAFA976,364 - 398 к
8E85BA46,71 т
1FFFB985,39000 т
BD4C56FE,20000 тыс р
ECB481B7,22 - 39 тр
5CA2EE31,25000 тыс руб
837327F8,67 к
C0B5A4FF,189000 тыс р
3A1DCC8F,161 - 178 тыс
3559F20D,73000 тыс р
6A0FB6BB,107000 тр
6A80C35D,63000 тыс
8DA5E9B3,137 т
52FD8FC0,15000 k
0AEFA18B,198 k
91135EAF,199 тыс руб
49A7B856,189000 тр
5C42D0B5,128 - 138 тыс руб
71BE81C0,64 т
36D8B32F,17000 - 20000 тыс руб
666E231C,294000
F7C2AD41,37000 тыс руб
7BC2BC96,90000 т
19EA0157,61 тыс руб
F17E6184,384 - 391 тр
42078619,15000 тыс р
1E388A54,194000 - 195000 тыс руб
7CD1A376,62000 - 68000 к
62FCA67E,156000 - 182000 тыс р
CE547C85,248000 - 352000 k
6EE77A8B,165000 т
278B37E3,97 т
EE8DA347,33000 тыс р
E9C66E17,73 к
38F0BED1,33 т р
92FDB8D4,139000 к
A4E4E335,390 тр
1080D516,78000
E5B97608,329 к
2F09F85D,75 тыс р
C1BDC703,38000 k
F9EE2F0B,39 - 40 тр
59C9E68B,26000 тр
97ECF743,103 т р
33CBDC22,1000000
8BC0A2E4,40 тр
80400928,134 - 188 k
558869DD,81 тр
F2CF9995,129000 тр
35EF7B13,32000 к
C49236B1,28 k
E053465F,80 - 83 тыс руб
E82DC026,130000 к
D577E1D1,354000 тыс руб
7AFA6C39,346 - 400 т
CFF0E213,274000 - 384000 к
C596BEE2,110000 - 197000 т р
B7E022C9,40 т р
05B8E40F,13000 тр
BFF62E98,39000 т
B996DD84,76 - 83 к
45997AFC,80000 тыс руб
9013C6C2,13 - 15 т
09246AC7,24 тыс руб
1856722B,99 т р
C9003EE5,78000 тыс р
B2A9EE5D,171 т р
D56FD280,37000 к
A8ECA400,166000 т
0216C144,182 k
91ACD770,25000 т р
C9175426,113000 - 130000 тыс р
A6D77F7E,19000 тыс
695A512F,20 - 39 тыс руб
8559E866,191 тыс р
CC488EB5,65 тр
3188748B,297000 k
DE54DF85,46 тр
BC782C25,306 тыс руб
8A92ECF5,55000 тыс
6B0F048E,331 т р
5BFD88A1,101 тыс руб
D0FDE7E2,15000 к
E643FE89,121 - 193 тр
BB2AE256,40 k
81DCD63D,180000 к
5C04A1CC,794000 т р
EA862D23,15 тыс руб
9F66875E,41000 тыс р
F7071A74,98 - 100 k
8E24A85E,106 тр
6F34E424,29000 - 37000 тыс руб
9C1464B3,153000 т
49E9247C,22000 - 39000 k
A7D542F7,302000 т р
06D0FD1F,110 - 176 тыс
2F2D5A32,40000
B5526EF3,15 тыс
0BE5525E,53 тр
0AFD4755,31000 - 34000 тыс р
AEFA24FF,80000 т
63674E91,128000 тыс
F39BAAF1,261 тыс
C19BCE55,22 - 28 тр
B40AADC1,183 - 190 тыс руб
BD2832FC,44 - 62 тыс р
70A99B76,126000 тыс руб
F1CB2D0E,75000 тыс
67FD59E5,26000
5398348B,117000 - 148000 тыс р
82B81B19,34000 тыс руб
746687AD,23 k
F59E6DBF,224000 - 398000 тыс
73B860DB,106000 тыс р
DF2750D4,69000 - 84000 тр
DF14C0BB,10000 тр
59869A62,91000 т
014FB78C,178 тыс
4A8A58EF,153000 тыс руб
25D1701A,36000 - 37000 т р
7DCB0F46,15000 т
EDD70C85,99000 т
1A2969F7,20000 т р
CF6CAE29,82 k
0B916E02,47 тыс
4AADDBE9,47 k
D73589DF,37000 тр
F25E1077,21000 тыс руб
F701471C,44000 тр
2D98FADE,75000 - 99000 k
DDD52223,155000 тр
5B03D3B5,18 т р
44EC2495,127000 к
F11C4D83,138000 тыс руб
BE98638B,359000 к
E9E708AA,69000 k
96D50BE1,177000 тыс
91D23E4E,176 k
7999CBD7,228000 к
A51035D1,78000 т р
5455DE5B,106000 - 185000 тыс
98EDB951,54000 т
37E9EF61,43000
D54A6DCB,111 - 156 тр
2E7063B0,363 тыс
3D8DF9E6,170000 тыс руб
3DBEFD8C,39000 k
4653EA22,68 k
0271FD51,33000 - 35000 k
5B6DD407,15000 т
B682FF8B,232000 тыс р
3A749A07,33 - 40 тр
4E4BE39A,57 k
C74154EB,51 - 77 тыс
3D8C89FD,36 тыс руб
D3B46F01,12000 k
00D93664,25 т р
04B2E9E3,44000 - 65000 тыс р
80E6D81A,54000 k
F0A68F48,25000 т р
0B654BCE,70 - 90 тыс р
C1A2CFAD,40 k
BBC15246,78000 т р
C89B0CD4,28 тыс
AAE8AA83,28000 т
DE5E43BF,167 - 185 k
D12FD6BF,36000 - 38000 тыс руб
21AC9A48,361000 - 397000 тр
254C7B8A,75000 т р
BB146BEB,400 тыс р
A2EA70CB,45000 к
E702F66E,93 - 98 тыс руб
75F15460,14000 к
CBF6856C,94 тр
D9248792,20000 к
812EC3BB,148 тыс
A9336324,9 тыс руб
E4969EC8,117 тыс руб
68F525A1,16 тр
5F80EC30,46 - 63 тр
9BC4AFC9,42000 т
ACE600CB,25 тр
F5B4F04F,124000 тыс р
03F10D5F,26000 тыс р
30A2E492,303 k
6380C67E,199 - 200 т р
435550A1,267000 k
34A4E55E,40 - 53 т р
73525149,47 тр
96DB754D,566 - 696 k
D6CEAE3B,107000 тр
28ED2932,406 тр
A8C615E7,761 т р
006F5A53,386 тыс руб
4B531EF9,54000 - 62000 тыс руб
582AF42F,78000 к
DC1561A4,346 - 391 т
4E1D032A,638 т
3B692E60,31000 т р
1F90BF9D,108 тыс р
6E825C94,160000 т р
4ED2127F,590 к
7DED5F55,134000 тр
51A7DBD2,48000 т
1B72DE01,56 k
D721AC1B,29 к
01279359,32 т
629541B6,65 тр
013079F4,152 т
95ED2A37,206 - 385 тыс р
DEFDF4F2,79000 тыс
B98136B1,10000 т р
F33CEB94,179 тыс
439269A4,130000 тыс руб
C2BBB6BD,11000 к
56722B78,76000 тыс
80AF37C6,707000 тыс
D08C70C0,196 k
21400D85,188 тыс руб
5CECD901,140 тыс
DBF48A48,15 т
0B22B727,350 - 352 т р
AB8E15C7,17 т
3AF3C8F5,89000 тыс р
CDA14EED,80 тыс руб
D7952233,18 тыс руб
D0F44BE7,68 - 79 т р
89B061F8,23000 - 32000 к
761326B8,64 тр
B917262F,177000 - 191000 тр
01BF9ACD,65 - 93 тыс руб
6F5A8692,573 тыс руб
C250969E,32000 тыс
952795BA,84 - 90 тыс р
0B760135,127 к
3B281626,215000
6304F343,135000 - 154000 тыс р
CFD5CFF4,205000 k
A410609D,149 - 170 тыс
5BCAB637,75000 тыс
BD64D587,62000 тыс
79FD3E2E,88 тр
5646AA2B,178000 k
71450958,16000 т р
3899B6DA,28 т
AC8FE518,153 т р
093057C0,172000 к
8B5FFB14,55 k
F4A99E0C,94000 тыс р
EF8ADF23,74 т
F4836DA6,12 тыс р
6D6E3D17,357000 т р
5C6A5154,32000 к
1022EA8E,13 тыс руб
6A1DDB8E,177 - 179 к
5BFB97C4,34000 тыс р
97DBB5BE,89 тр
F7E4DB10,121000 k
B393D431,29000 тыс р
74088254,41 тр
7FA5C70A,142 - 187 т
A2BA0869,26 тыс руб
669E4291,153000 - 176000 т
6BD68792,9000 - 13000 к
2F27D44B,117000 тыс
8D338E93,235 к
2C52F5C4,83000 - 98000 т р
A94B304C,26000 тыс
09BA1F5F,188000 т
DD8447D6,66000 - 90000 к
598E827A,90000 т р
1542FB2E,50 тыс руб
65585A21,39 тр
5D7EBFC7,28 т р
1DF9C441,18000 к
C34681CA,185 т р
78579F59,119000 тыс р
A12FE944,192000 т
B4560954,123 тр
E3B2571D,57 - 84 к
6BB849AA,74 тыс
D3F5D21E,59000 k
9A90F262,21000 тыс руб
C3F63FD3,16 тыс руб
C095B890,88000 т
CA2C1C4F,60000 тыс р
3A9AB155,186000 - 192000 тыс
3636A7E2,67000 тыс руб
93C72403,35 тыс руб
CA10EB07,87 тыс р
6F051F18,37 к
56E73CDC,89 т
EB97759F,796 тыс руб
7D9CDA4F,28000 - 35000 тыс
E3DB547D,57000 тыс руб
